,도로명전체주소,사업장명
1494269,"경기도 광명시 광명로 958-1, 승화빌딩 1층 일부호 (광명동)",우리집또와요
1494848,"경기도 광명시 하안로287번길 8, 뉴코아아울렛 1층 일부호 (하안동)",오레노카츠뉴코아아울렛광명점
1495011,"경기도 광명시 광오로17번길 15, 1층 일부호 (광명동)",단밤포차
1495344,"경기도 광명시 양지로 21, 어반브릭스 C동 1층 101~102호 (일직동)",써머브릭
1495641,"경기도 광명시 소하로76번길 7, 110호 (소하동)",어시장
1496001,"경기도 광명시 도덕공원로 21-1, 광명힐타운 지하1층 B02호 (철산동)",컴포즈커피광명도덕점
1496002,"경기도 광명시 일직로12번길 24, 101호 (일직동)",홍호프
1496003,"경기도 광명시 안재로10번길 23, 1층 101호 (하안동)",예림식당
1496004,"경기도 광명시 광명역로 26, 제상가동 130,131호 (일직동, 광명역파크자이)",족발야시장광명역점
1496512,"경기도 광명시 덕안로104번길 17, 115호 (일직동)",바르다김선생 광명역M클러스터점
1496781,"경기도 광명시 오리로403번길 7, 1층 (소하동)",또래오래소하점
1496782,"경기도 광명시 신기로17번길 6, 114호 (일직동)",광명역점비비큐
1498359,"경기도 광명시 소하로76번길 7, 103호 (소하동)",그린밸런스
1498360,"경기도 광명시 하안로 154, 103,104호 (소하동, 금호어울림아파트)",마왕족발광명소하점
1498361,"경기도 광명시 새터로 44-8, B3층 307호 (광명동, 광명아크포레자이위브)",수원왕갈비통닭광명점
1499720,"경기도 광명시 광명역로 28, 근린생활시설동 1층 133호 (일직동, 광명역센트럴자이)",마라이야기
1499721,"경기도 광명시 광명로832번길 12, 1층 101호 (광명동, 문영시티빌라)",걸작떡볶이치킨광명뉴타운점
1499722,"경기도 광명시 일직로 72, 광명무역센터 A동 1층 104호 (일직동)",버텍스광명점
1499723,"경기도 광명시 광명로832번길 19, 1층 102호 (광명동)",혜화동돈까스극장광명뉴타운점
1499724,"경기도 광명시 새터로 49, 1층 일부호 (광명동)",우리할매떡볶이광명사거리점
1499892,"경기도 광명시 한내로13번길 10, 가림아이리스 1층 (소하동)",구름산흑염소요리전문점
1500017,"경기도 광명시 안재로10번길 30, 1층 101호 (하안동)",푸른바다찜앤탕
1500018,"경기도 광명시 오리로 999, 2층 전체호 (광명동)",호천면옥본점
1500145,"경기도 광명시 시청로138번길 40-12, 1층 101호 (철산동)",금하식당
1500146,"경기도 광명시 광일로 70-1, 1층 103호 (철산동)",돼지게티
1500229,"경기도 광명시 광명로 854, 삼일빌딩 1층 전체호 (광명동)",보배반점광명사거리점
1500230,"경기도 광명시 소하로76번길 7, 우심프라자 1층 105호 (소하동)",포노
1500365,"경기도 광명시 광화로 37, 1층 일부호 (광명동)",포차거리
1500452,"경기도 광명시 하안로 294-9, 양정빌딩 1층 101호 (하안동)",불스떡볶이
1501364,"경기도 광명시 덕안로77번길 5, 지웰에스테이트 1층 109호 (일직동)",역전우동0410광명일직점
1501652,"경기도 광명시 일직로12번길 21, SH&01 프라자 1층 109호 (일직동)",장수통닭일직점
1501653,"경기도 광명시 새터로 44-7, 1단지상가동 B3층 124호 (광명동, 광명아크포레자이위브)",컴포즈광명아크포레자이점
1501752,"경기도 광명시 덕안로77번길 5, 지웰에스테이트 1층 111호일부호 (일직동)",달달한별이네
1502121,"경기도 광명시 도덕공원로 59, 상가동 1층 102호 (철산동, 광명푸르지오아파트)",태리로제떡볶이
1502203,"경기도 광명시 새빛공원로 67, 광명역자이타워 D동 213호 (일직동)",가나안바베큐
1503353,"경기도 광명시 시청로 32, 1층 일부호 (철산동)",도미노피자철산점
1503354,"경기도 광명시 광명로952번길 6, 1층 (광명동)",밥이맛있는집
1503355,"경기도 광명시 도덕공원로 21-1, 광명힐타운 108호 (철산동)",이태리면사무소
1503643,"경기도 광명시 오리로985번안길 7, 1층 일부호 (광명동)",초록문
1503754,"경기도 광명시 오리로985번안길 3, 3층 전체호 (광명동)",윤달
1504153,"경기도 광명시 광명로 780, 백천빌딩 1층 전체호 (광명동)",시골밥상
1504154,"경기도 광명시 신기로17번길 4, 아이디에스타워 202호 (일직동)",예산식당
1504172,"경기도 광명시 광명로 842, 1층 (광명동)",제임스버거
1504173,"경기도 광명시 양지로 11, 유-플래닛 광명역 유-스트리트몰 에이-1동 에이105호 (일직동)",테그42광명역점
1504174,"경기도 광명시 소하로92번길 12, 109호 (소하동)",하늘연달
1504424,"경기도 광명시 오리로964번길 14, 1층 (광명동)",쌍둥이빈대떡
1505705,"경기도 광명시 오리로976번길 26, 2층 일부호 (광명동)",진고기밥상
1505706,"경기도 광명시 시청로 126, 1층 일부호 (철산동)",봉구가래떡볶이광명철산점
1506049,"경기도 광명시 오리로 870, 1층 (일부)호 (철산동)",청년다방
1506050,"경기도 광명시 새빛공원로 67, GS자이타워 C동 117-13호 (일직동)",화원기사식당
1506092,"경기도 광명시 오리로 970, 크로앙스 4층 4123,4126-4138,4158-4167호 (광명동)",청해식당
1506873,"경기도 광명시 오리로 645, 1층 일부호 (하안동)",전여사전막국수
1507603,"경기도 광명시 영당안로 50, 영광빌딩 101호 (소하동)",자담치킨소하2동점
1507604,"경기도 광명시 오리로991번길 4, 도우빌딩 2층 201호 (광명동)",홍춘천치즈닭갈비
1507702,"경기도 광명시 기아로 21, 천일빌딩 101호 (소하동)",저팔계순대국밥
1507793,"경기도 광명시 기아로 9, 대원빌딩 1층 2호일부호 (소하동)",밀면
1508618,"경기도 광명시 오리로 928, 지엠퍼스트 103호 (광명동)",비에뜨반미광명점
1508619,"경기도 광명시 일직로12번길 19, 동일센타시아 105호 (일직동)",에그셀런트광명역점
1509211,"경기도 광명시 시청로 65, 102호 (철산동)",삼고기
1509212,"경기도 광명시 오리로 1025, 1층 일부호 (광명동)",꼬기만땅점보비빔밥
1509532,"경기도 광명시 하안로 108, 에이스 광명타워 211호 (소하동)",빛고을한식뷔페
1510540,"경기도 광명시 오리로854번길 22, 조흥빌딩 1층 일부호 (철산동)",김명태철산본점
1511009,"경기도 광명시 시청로 124, 1층 일부호 (철산동)",훕훕베이글
1511010,"경기도 광명시 신기로17번길 4, 아이디에스타워 105호 (일직동)",79대포광명역점
1511340,"경기도 광명시 오리로985번길 11, 두성노빌리아오피스텔 근생101호,104호 (광명동)",역전할머니맥주광명사거리
1511341,"경기도 광명시 광명로 961, 102호 (광명동)",국민포차
1511665,"경기도 광명시 소하로92번길 11, 소하람 2 105호 (소하동)",홍익스테이크광명점
1511844,"경기도 광명시 디지털로33번길 5, 그랜드프라자 203호 (철산동)",더아톰
1511915,"경기도 광명시 신기로17번길 11, 센트럴스퀘어 105호 (일직동)",마피아피자광명
1511916,"경기도 광명시 양지로 16, 지하2층 B2-78호 (일직동, 광명역써밋플레이스)",로봇김밥아브뉴프랑광명점
1511934,"경기도 광명시 소하로109번길 20, 소하트인자리애 1층 102호 (소하동)",차돌앤찜
1511935,"경기도 광명시 오리로 989, 2동 1층 전부호 (광명동)",한냥노가리광명사거리역점
1511936,"경기도 광명시 오리로 991, 1층 101호 (광명동)",영통찌개지존
1512085,"경기도 광명시 일직로 72, 광명무역센터 A동 109호 (일직동)",유미카츠
1512989,"경기도 광명시 신기로 15, S프라자 107호 (일직동)",내고향왕만두
1513413,"경기도 광명시 일직로12번길 24, 204,205호 (일직동)",양가네감자탕
1514057,"경기도 광명시 금하로 458, 웅신아트 105호 (소하동)",돈카냉면앤파스타
1514058,"경기도 광명시 양지로 11, 유-플래닛 광명역 유-스트리트몰 에이-1동 에이213호 (일직동)",소파
1514401,"경기도 광명시 오리로 932, 2층 일부호 (광명동)",일구칠구동태매운탕
1515194,"경기도 광명시 소하로76번길 7, 우심프라자 111호 (소하동)",소하하우돈곱창
1515195,"경기도 광명시 도덕공원로 59, 광명푸르지오 상가동 110호 (철산동, 광명푸르지오아파트)",비에이치씨광명철산점
1515649,"경기도 광명시 오리로 879-5, 1층 일부호 (철산동)",최배달바로보쌈
1515650,"경기도 광명시 오리로 347, 2층 전부호 (소하동)",광명동굴삼계탕
1515803,"경기도 광명시 양지로 11, 유-플래닛 광명역 유-스트리트몰 에이-1동 에이203호 (일직동)",마왕족발광명케이티엑스일직점
1515804,"경기도 광명시 금오로 846-1, 1층 전부호 (옥길동)",카페올리브
1515839,"경기도 광명시 하안로 294-5, 청진빌딩 102호 (하안동)",1980
1515919,"경기도 광명시 일직로 72, 광명무역센터 B동 108호 (일직동)",화정국수
1515947,"경기도 광명시 새빛공원로 67, 자이타워 C동 117-7호 (일직동)",아웃백딜리버리광명점
1515948,"경기도 광명시 광일로 6, 1층 일부호 (광명동)",철판떼기
1515949,"경기도 광명시 소하로 78, 신성프라자 201~203호 (소하동)",동구밖삼계탕광명점
1515983,"경기도 광명시 일직로99번길 27, 1층 (일직동)",백금당광명점
1516198,"경기도 광명시 시청로 61-1, 102호 (철산동)",카페160
1526036,경기도 광명시 오리로964번길 17 (광명동),광명홍두깨칼국수
1526143,경기도 광명시 광화로 16 (광명동),페리카나치킨
1526159,"경기도 광명시 하안로287번길 15-1 (하안동,,지하1층)",해가온해물찜·탕
1526160,"경기도 광명시 오리로854번길 16 (철산동, 금강빌딩 106, 107, 108호)",펀비어킹철산점미스사이공
1526254,"경기도 광명시 범안로 1035, 102호 (하안동, 송화빌딩)",털보수산
1526255,"경기도 광명시 광삼로 3 (광명동,,지층)",선화호프
1526256,"경기도 광명시 광명로848번길 5-1, 1층 (광명동)",장충앤제이피
1526361,경기도 광명시 시청로 39-1 (철산동),마일드참치
1526362,경기도 광명시 안재로6번길 24 (하안동),토크쇼
1526378,"경기도 광명시 광명로 521-15 (노온사동,1,2층)",담원
1526438,"경기도 광명시 오리로854번길 6 (철산동,1층 101호)",광명철산역2호 맛찬들왕소금구이
1526519,"경기도 광명시 오리로 970 (광명동, 크로앙스 6004호)",뽕뜨락피자
1526540,"경기도 광명시 안재로1번안길 42 (하안동, 1층)",황금어장
1526541,"경기도 광명시 안재로14번길 22-1 (하안동,1층)",오딧세이
1526542,"경기도 광명시 오리로856번길 12 (철산동,1층)",오봉집광명철산역점
1526543,"경기도 광명시 오리로963번길 10 (광명동,, 1층)",고기마루
1526786,"경기도 광명시 밤일안로 18 (하안동,, 1층)",이레향
1527169,"경기도 광명시 오리로 932, 1층 (광명동)",왕돈가스왕냉면
1527264,"경기도 광명시 하안로 254 (하안동,정산빌딩 101호)",지코바하안1호점
1527265,"경기도 광명시 오리로 1012 (광명동,1층)",이모네두루치기
1527266,"경기도 광명시 도덕로 24 (광명동,1층 4호)",동방반점
1527397,"경기도 광명시 기아로 19 (소하동,1층 2호)",뼈마루감자탕
1527529,"경기도 광명시 오리로994번길 3, 1층 (광명동)",오렌지 퓨전호프
1527537,"경기도 광명시 원노온사로 82 (노온사동,1, 2층)",명가원
1527632,"경기도 광명시 오리로854번길 8, 2층 201호 (철산동)",오술차철산점
1527744,"경기도 광명시 기아로 9 (소하동,1층)",동경참치
1527745,"경기도 광명시 도덕공원로 54, 1층 (철산동)",우돈명가
1527785,"경기도 광명시 오리로856번길 8-1 (철산동,2층)",설빙
1527786,"경기도 광명시 오리로963번길 5-1 (광명동,(1층))",짝태엔노가리
1527791,"경기도 광명시 광화로 26 (광명동,지상1층)",언리미티드하우스
1527792,"경기도 광명시 범안로 1042 (하안동, 제일빌딩 107,108호)",신의주찹쌀순대하안사거리점
1527793,"경기도 광명시 광명로848번길 29, 1층 102호 (광명동)",차칸포차
1528165,"경기도 광명시 시청로 57-1, 1층 (철산동)",피자탑
1528440,"경기도 광명시 철망산로 87 (철산동, 세이브존 지하1층)",봄채향
1528603,"경기도 광명시 소하로 88, 1층 (소하동)",자빈커피
1528604,"경기도 광명시 하안로 108 (소하동,지상1층 111호)",에이스식당
1528616,"경기도 광명시 오리로 992, 2층 2호 (광명동, 광명리더스빌딩)",선굼터
1528617,"경기도 광명시 하안로 60 (소하동,광명테크노파크B동지하1층106호)",광명그린푸드
1528618,"경기도 광명시 금하로 529, 비엔팰리스 1층 113호 (소하동)",수제돈까스앤김밥
1528670,"경기도 광명시 하안로287번길 13 (하안동,계명빌딩 105호)",다랑분식
1528671,"경기도 광명시 광화로 14-7 (광명동,지상1층)",국시가
1528672,"경기도 광명시 오리로 879-5, 1층 일부호 (철산동)",떡순튀
1528677,"경기도 광명시 신촌북로 3 (소하동,지상1층)",다모아
1528678,"경기도 광명시 광명로831번길 13 (광명동,지상1층)",시골선지해장국
1528706,"경기도 광명시 철산로 12 (철산동,1층 (7호 8호 9호))",다몽꽃삼겹살
1528775,"경기도 광명시 충현로 1 (소하동,1층)",술술
1528776,"경기도 광명시 도덕공원로 17 (철산동,도덕파크가상가 302호)",둘둘치킨
1528807,"경기도 광명시 오리로 1000 (광명동,1층)",본가춘천닭갈비
1528817,"경기도 광명시 철산로30번길 24 (철산동,지상1층)",삼학도영덕대게킹크랩
1528819,"경기도 광명시 사성로 63, 1층 (철산동)",덕앤치킨
1528820,"경기도 광명시 기아로28번길 18 (소하동,지층2호)",메밀밭감자옹심이
1528821,"경기도 광명시 오리로 987 (광명동,지상1층)",백남옥달인손만두
